Name,%GC,Common Name,Description,Imported From: Filename,Imported From: Path,Sequence Length,Size,collection_date,country,isolate,isolation_source,lab_host,serotype,strain
HQ116228,56.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/MYA/5/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,10-Jun-2009,Myanmar,O/MYA/5/2009,,,O,
HQ116229,56.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/MYA/6/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,17-Jun-2009,Myanmar,O/MYA/6/2009,,,O,
HQ116230,56.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/MYA/9/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,24-Jan-2009,Myanmar,O/MYA/9/2009,,,O,
HQ116231,57.3%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/MYA/10/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,29-Jan-2009,Myanmar,O/MYA/10/2009,,,O,
HQ116232,57.3%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/MYA/11/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,25-May-2009,Myanmar,O/MYA/11/2009,,,O,
HQ116233,56.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/8/2004 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,21-Mar-2004,Thailand,O/TAI/8/2004,,,O,
HQ116234,56.0%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/1/2005 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,23-Aug-2005,Thailand,O/TAI/1/2005,,,O,
HQ116235,57.3%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/5/2005 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,26-Nov-2005,Thailand,O/TAI/5/2005,,,O,
HQ116236,57.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/6/2005 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,27-Nov-2005,Thailand,O/TAI/6/2005,,,O,
HQ116237,55.9%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/8/2005 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,05-Dec-2005,Thailand,O/TAI/8/2005,,,O,
HQ116238,57.0%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/9/2005 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,05-Dec-2005,Thailand,O/TAI/9/2005,,,O,
HQ116239,57.0%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/10/2005 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,31-Dec-2005,Thailand,O/TAI/10/2005,,,O,
HQ116240,57.1%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/4/2007 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,10-Sep-2007,Thailand,O/TAI/4/2007,,,O,
HQ116241,57.0%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/5/2007 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,12-Sep-2007,Thailand,O/TAI/5/2007,,,O,
HQ116242,55.4%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/6/2007 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,24-Sep-2007,Thailand,O/TAI/6/2007,,,O,
HQ116243,55.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/7/2007 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,15-Oct-2007,Thailand,O/TAI/7/2007,,,O,
HQ116244,57.0%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/8/2007 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,19-Oct-2007,Thailand,O/TAI/8/2007,,,O,
HQ116245,56.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/9/2007 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,07-Nov-2007,Thailand,O/TAI/9/2007,,,O,
HQ116246,55.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/10/2007 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,14-Nov-2007,Thailand,O/TAI/10/2007,,,O,
HQ116247,55.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/12/2007 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,20-Nov-2007,Thailand,O/TAI/12/2007,,,O,
HQ116248,57.1%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/13/2007 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,21-Nov-2007,Thailand,O/TAI/13/2007,,,O,
HQ116249,55.9%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/14/2007 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,19-Dec-2007,Thailand,O/TAI/14/2007,,,O,
HQ116250,55.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/2/2008 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,27-Apr-2008,Thailand,O/TAI/2/2008,,,O,
HQ116251,55.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/3/2008 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,10-May-2008,Thailand,O/TAI/3/2008,,,O,
HQ116252,55.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/5/2008 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,11-Aug-2008,Thailand,O/TAI/5/2008,,,O,
HQ116253,55.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/6/2008 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,01-Aug-2008,Thailand,O/TAI/6/2008,,,O,
HQ116254,55.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/7/2008 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,01-Aug-2008,Thailand,O/TAI/7/2008,,,O,
HQ116255,55.9%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/12/2008 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,01-Nov-2008,Thailand,O/TAI/12/2008,,,O,
HQ116256,55.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/1/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,2009,Thailand,O/TAI/1/2009,,,O,
HQ116257,56.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/2/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,06-Jan-2009,Thailand,O/TAI/2/2009,,,O,
HQ116258,55.9%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/3/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,19-Jan-2009,Thailand,O/TAI/3/2009,,,O,
HQ116259,55.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/4/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,2009,Thailand,O/TAI/4/2009,,,O,
HQ116260,55.9%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/12/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,10-Aug-2009,Thailand,O/TAI/12/2009,,,O,
HQ116261,56.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/13/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,25-Aug-2009,Thailand,O/TAI/13/2009,,,O,
HQ116262,56.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/15/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,04-Sep-2009,Thailand,O/TAI/15/2009,,,O,
HQ116263,56.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/16/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,01-Sep-2009,Thailand,O/TAI/16/2009,,,O,
HQ116264,56.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/17/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,02-Oct-2009,Thailand,O/TAI/17/2009,,,O,
HQ116265,56.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/18/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,13-Oct-2009,Thailand,O/TAI/18/2009,,,O,
HQ116266,56.5%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/19/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,01-Oct-2009,Thailand,O/TAI/19/2009,,,O,
HQ116267,56.3%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/20/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,21-Nov-2009,Thailand,O/TAI/20/2009,,,O,
HQ116268,56.3%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/21/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,17-Nov-2009,Thailand,O/TAI/21/2009,,,O,
HQ116269,56.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/22/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,18-Nov-2009,Thailand,O/TAI/22/2009,,,O,
HQ116270,56.5%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/23/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,18-Nov-2009,Thailand,O/TAI/23/2009,,,O,
HQ116271,56.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/24/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,19-Nov-2009,Thailand,O/TAI/24/2009,,,O,
HQ116272,56.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/TAI/25/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,27-Nov-2009,Thailand,O/TAI/25/2009,,,O,
HQ116273,54.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VIT/7/2002 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,633,8 KB,14-Jan-2002,Viet Nam,O/VIT/7/2002,,,O,
HQ116274,54.5%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VIT/7/2004 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,16-Oct-2004,Viet Nam,O/VIT/7/2004,,,O,
HQ116275,54.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VIT/8/2004 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,16-Oct-2004,Viet Nam,O/VIT/8/2004,,,O,
HQ116276,56.5%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VIT/1/2005 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,2005,Viet Nam,O/VIT/1/2005,,,O,
HQ116277,55.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VIT/3/2005 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,2005,Viet Nam,O/VIT/3/2005,,,O,
HQ116278,57.6%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VIT/4/2005 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,2005,Viet Nam,O/VIT/4/2005,,,O,
HQ116279,56.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VIT/6/2005 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,18-Mar-2005,Viet Nam,O/VIT/6/2005,,,O,
HQ116280,54.8%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VIT/7/2005 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,18-Mar-2005,Viet Nam,O/VIT/7/2005,,,O,
HQ116281,56.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VIT/9/2005 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,30-May-2005,Viet Nam,O/VIT/9/2005,,,O,
HQ116282,55.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VIT/11/2005 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,18-Jun-2005,Viet Nam,O/VIT/11/2005,,,O,
HQ116283,55.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VIT/17/2005 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,10-Nov-2005,Viet Nam,O/VIT/17/2005,,,O,
HQ116284,56.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VIT/1/2006 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,2006,Viet Nam,O/VIT/1/2006,,,O,
HQ116285,56.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VIT/2/2006 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,11-Jan-2006,Viet Nam,O/VIT/2/2006,,,O,
HQ116286,56.0%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VIT/3/2006 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,12-Jan-2006,Viet Nam,O/VIT/3/2006,,,O,
HQ116287,55.1%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VIT/4/2006 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,08-Feb-2006,Viet Nam,O/VIT/4/2006,,,O,
HQ116288,55.1%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VIT/5/2006 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,17-Feb-2006,Viet Nam,O/VIT/5/2006,,,O,
HQ116289,55.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VIT/6/2006 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,01-Mar-2006,Viet Nam,O/VIT/6/2006,,,O,
HQ116290,55.7%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VIT/7/2006 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,01-Mar-2006,Viet Nam,O/VIT/7/2006,,,O,
HQ116291,56.2%,FMDV-O,"Foot-and-mouth disease virus - type O isolate O/VIT/1/2008 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,639,8 KB,2008,Viet Nam,O/VIT/1/2008,,,O,
HQ116292,59.6%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/CAM/1/2006 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,13-Jul-2006,Cambodia,A/CAM/1/2006,,,A,
HQ116293,59.7%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/CAM/2/2006 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,13-Jul-2006,Cambodia,A/CAM/2/2006,,,A,
HQ116294,59.6%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/CAM/2/2008 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,26-Jun-2008,Cambodia,A/CAM/2/2008,,,A,
HQ116295,58.2%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/LAO/4/2008 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,27-Nov-2008,Laos,A/LAO/4/2008,,,A,
HQ116296,58.8%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/MAY/1/2003 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,25-Jun-2003,Malaysia,A/MAY/1/2003,,,A,
HQ116297,59.0%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/MAY/3/2003 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,18-Sep-2003,Malaysia,A/MAY/3/2003,,,A,
HQ116298,59.0%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/MAY/4/2003 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,02-Nov-2003,Malaysia,A/MAY/4/2003,,,A,
HQ116299,58.6%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/MAY/5/2003 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,13-Nov-2003,Malaysia,A/MAY/5/2003,,,A,
HQ116300,58.3%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/MAY/5/2005 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,24-Oct-2005,Malaysia,A/MAY/5/2005,,,A,
HQ116301,58.6%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/MAY/1/2007 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,21-Jan-2007,Malaysia,A/MAY/1/2007,,,A,
HQ116302,59.4%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/MAY/3/2007 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,22-Jul-2007,Malaysia,A/MAY/3/2007,,,A,
HQ116303,58.8%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/MAY/1/2008 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,24-Mar-2008,Malaysia,A/MAY/1/2008,,,A,
HQ116304,58.5%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/MAY/3/2008 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,18-Jun-2008,Malaysia,A/MAY/3/2008,,,A,
HQ116305,58.0%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/MAY/2/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,17-Mar-2009,Malaysia,A/MAY/2/2009,,,A,
HQ116306,58.3%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/MAY/9/2009 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,20-Apr-2009,Malaysia,A/MAY/9/2009,,,A,
HQ116307,59.8%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/TAI/1/2001 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,05-Jun-2001,Thailand,A/TAI/1/2001,,,A,
HQ116308,58.5%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/TAI/3/2001 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,26-Nov-2001,Thailand,A/TAI/3/2001,,,A,
HQ116309,58.9%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/TAI/2/2002 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,04-Mar-2002,Thailand,A/TAI/2/2002,,,A,
HQ116310,58.6%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/TAI/7/2002 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,13-Mar-2002,Thailand,A/TAI/7/2002,,,A,
HQ116311,58.6%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/TAI/4/2003 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,22-Jul-2003,Thailand,A/TAI/4/2003,,,A,
HQ116312,58.8%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/TAI/7/2003 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,20-Apr-2003,Thailand,A/TAI/7/2003,,,A,
HQ116313,58.8%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/TAI/8/2003 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,08-Sep-2003,Thailand,A/TAI/8/2003,,,A,
HQ116314,58.5%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/TAI/10/2003 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,29-Sep-2003,Thailand,A/TAI/10/2003,,,A,
HQ116315,58.5%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/TAI/11/2003 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,30-Sep-2003,Thailand,A/TAI/11/2003,,,A,
HQ116316,58.5%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/TAI/12/2003 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,08-Oct-2003,Thailand,A/TAI/12/2003,,,A,
HQ116317,58.2%,FMDV-A,"Foot-and-mouth disease virus - type A isolate A/TAI/6/2004 VP1 (1D) gene, partial cds",VP1.gb,/home/max/Dropbox/FMDV_AMERICA/REPO/DATA/SEQUENCES/data_aquisition,636,8 KB,2004,Thailand,A/TAI/6/2004,,,A,
